Color1,Color2,BlendColor
(0.600; 0.773; 0.784; 1.000),(0.576; 0.996; 0.000; 1.000),(0.675; 0.302; 0.078; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.576; 0.996; 0.180; 1.000),(0.678; 0.294; 0.173; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.576; 0.996; 0.341; 1.000),(0.686; 0.282; 0.294; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.576; 0.996; 0.533; 1.000),(0.694; 0.278; 0.373; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.576; 0.996; 0.745; 1.000),(0.702; 0.271; 0.478; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.576; 0.996; 0.976; 1.000),(0.710; 0.259; 0.561; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.000; 0.000; 1.000),(0.686; 0.349; 0.094; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.000; 0.196; 1.000),(0.686; 0.353; 0.204; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.000; 0.376; 1.000),(0.694; 0.341; 0.322; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.000; 0.537; 1.000),(0.702; 0.337; 0.412; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.000; 0.714; 1.000),(0.710; 0.329; 0.498; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.000; 0.906; 1.000),(0.718; 0.318; 0.584; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.200; 0.000; 1.000),(0.694; 0.408; 0.129; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.200; 0.224; 1.000),(0.698; 0.416; 0.212; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.200; 0.427; 1.000),(0.702; 0.408; 0.294; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.200; 0.620; 1.000),(0.710; 0.396; 0.396; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.200; 0.776; 1.000),(0.718; 0.392; 0.467; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.200; 0.949; 1.000),(0.722; 0.388; 0.529; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.392; 0.000; 1.000),(0.694; 0.494; 0.149; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.392; 0.173; 1.000),(0.706; 0.490; 0.239; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.392; 0.361; 1.000),(0.710; 0.475; 0.325; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.392; 0.522; 1.000),(0.718; 0.463; 0.400; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.392; 0.753; 1.000),(0.725; 0.455; 0.478; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.392; 0.929; 1.000),(0.729; 0.451; 0.569; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.549; 0.000; 1.000),(0.745; 0.118; 0.098; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.549; 0.196; 1.000),(0.761; 0.098; 0.208; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.549; 0.400; 1.000),(0.765; 0.090; 0.290; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.549; 0.588; 1.000),(0.769; 0.090; 0.408; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.549; 0.792; 1.000),(0.769; 0.090; 0.502; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.549; 0.984; 1.000),(0.737; 0.204; 0.086; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.722; 0.000; 1.000),(0.757; 0.188; 0.208; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.722; 0.165; 1.000),(0.765; 0.173; 0.298; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.722; 0.322; 1.000),(0.769; 0.169; 0.396; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.722; 0.541; 1.000),(0.773; 0.169; 0.498; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.722; 0.706; 1.000),(0.776; 0.165; 0.580; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.722; 0.871; 1.000),(0.733; 0.298; 0.075; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.906; 0.000; 1.000),(0.745; 0.294; 0.196; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.906; 0.176; 1.000),(0.765; 0.278; 0.322; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.906; 0.357; 1.000),(0.773; 0.267; 0.412; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.906; 0.533; 1.000),(0.780; 0.263; 0.525; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.906; 0.729; 1.000),(0.737; 0.345; 0.098; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.761; 0.906; 0.961; 1.000),(0.745; 0.353; 0.188; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.000; 0.000; 1.000),(0.769; 0.349; 0.318; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.000; 0.227; 1.000),(0.776; 0.337; 0.424; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.000; 0.400; 1.000),(0.784; 0.329; 0.518; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.000; 0.620; 1.000),(0.788; 0.318; 0.596; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.000; 0.792; 1.000),(0.745; 0.396; 0.133; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.169; 0.000; 1.000),(0.761; 0.412; 0.247; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.169; 0.227; 1.000),(0.773; 0.408; 0.329; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.169; 0.420; 1.000),(0.780; 0.400; 0.424; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.169; 0.596; 1.000),(0.788; 0.388; 0.518; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.169; 0.780; 1.000),(0.792; 0.376; 0.604; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.169; 0.941; 1.000),(0.753; 0.502; 0.161; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.384; 0.000; 1.000),(0.769; 0.506; 0.263; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.384; 0.208; 1.000),(0.780; 0.494; 0.357; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.384; 0.427; 1.000),(0.788; 0.486; 0.427; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.384; 0.608; 1.000),(0.796; 0.475; 0.518; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.384; 0.824; 1.000),(0.306; 0.122; 0.204; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.541; 0.000; 1.000),(0.212; 0.114; 0.420; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.541; 0.176; 1.000),(0.192; 0.098; 0.518; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.541; 0.396; 1.000),(0.239; 0.090; 0.545; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.541; 0.608; 1.000),(0.267; 0.075; 0.608; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.541; 0.804; 1.000),(0.286; 0.063; 0.686; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.541; 0.973; 1.000),(0.302; 0.235; 0.212; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.698; 0.000; 1.000),(0.275; 0.239; 0.361; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.698; 0.227; 1.000),(0.239; 0.200; 0.471; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.698; 0.384; 1.000),(0.243; 0.176; 0.545; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.698; 0.592; 1.000),(0.267; 0.165; 0.584; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.698; 0.804; 1.000),(0.298; 0.149; 0.663; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.698; 0.992; 1.000),(0.361; 0.369; 0.176; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.929; 0.000; 1.000),(0.357; 0.365; 0.267; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.929; 0.204; 1.000),(0.302; 0.302; 0.431; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.929; 0.404; 1.000),(0.298; 0.275; 0.502; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.929; 0.576; 1.000),(0.306; 0.255; 0.580; 1.000)
(0.600; 0.773; 0.784; 1.000),(0.922; 0.929; 0.804; 1.000),(0.322; 0.247; 0.663; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.000; 0.000; 1.000),(0.776; 0.337; 0.424; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.000; 0.192; 1.000),(0.784; 0.329; 0.518; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.000; 0.353; 1.000),(0.788; 0.318; 0.596; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.000; 0.557; 1.000),(0.745; 0.396; 0.133; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.000; 0.757; 1.000),(0.761; 0.412; 0.247; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.000; 0.945; 1.000),(0.773; 0.408; 0.329; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.208; 0.000; 1.000),(0.780; 0.400; 0.424; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.208; 0.180; 1.000),(0.788; 0.388; 0.518; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.208; 0.345; 1.000),(0.792; 0.376; 0.604; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.208; 0.525; 1.000),(0.753; 0.502; 0.161; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.208; 0.690; 1.000),(0.769; 0.506; 0.263; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.208; 0.918; 1.000),(0.780; 0.494; 0.357; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.439; 0.000; 1.000),(0.788; 0.486; 0.427; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.439; 0.165; 1.000),(0.796; 0.475; 0.518; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.439; 0.388; 1.000),(0.306; 0.122; 0.204; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.439; 0.545; 1.000),(0.212; 0.114; 0.420; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.439; 0.749; 1.000),(0.192; 0.098; 0.518; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.439; 0.961; 1.000),(0.239; 0.090; 0.545; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.663; 0.000; 1.000),(0.267; 0.075; 0.608; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.663; 0.220; 1.000),(0.286; 0.063; 0.686; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.663; 0.420; 1.000),(0.302; 0.235; 0.212; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.663; 0.608; 1.000),(0.275; 0.239; 0.361; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.663; 0.765; 1.000),(0.239; 0.200; 0.471; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.663; 0.973; 1.000),(0.243; 0.176; 0.545; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.835; 0.000; 1.000),(0.267; 0.165; 0.584; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.835; 0.188; 1.000),(0.298; 0.149; 0.663; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.835; 0.373; 1.000),(0.361; 0.369; 0.176; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.835; 0.533; 1.000),(0.357; 0.365; 0.267; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.835; 0.710; 1.000),(0.302; 0.302; 0.431; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.000; 0.835; 0.914; 1.000),(0.298; 0.275; 0.502; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.000; 0.000; 1.000),(0.306; 0.255; 0.580; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.000; 0.184; 1.000),(0.322; 0.247; 0.663; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.000; 0.396; 1.000),(0.373; 0.467; 0.161; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.000; 0.596; 1.000),(0.353; 0.439; 0.298; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.000; 0.757; 1.000),(0.325; 0.392; 0.424; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.000; 0.949; 1.000),(0.322; 0.369; 0.514; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.173; 0.000; 1.000),(0.325; 0.357; 0.576; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.173; 0.173; 1.000),(0.337; 0.349; 0.659; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.173; 0.337; 1.000),(0.361; 0.533; 0.173; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.173; 0.498; 1.000),(0.353; 0.514; 0.282; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.173; 0.675; 1.000),(0.337; 0.478; 0.392; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.173; 0.859; 1.000),(0.329; 0.455; 0.475; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.349; 0.000; 1.000),(0.329; 0.439; 0.553; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.349; 0.231; 1.000),(0.341; 0.435; 0.635; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.349; 0.435; 1.000),(0.416; 0.110; 0.204; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.349; 0.643; 1.000),(0.404; 0.090; 0.310; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.349; 0.839; 1.000),(0.392; 0.090; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.510; 0.000; 1.000),(0.392; 0.094; 0.510; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.510; 0.165; 1.000),(0.400; 0.086; 0.584; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.510; 0.396; 1.000),(0.412; 0.075; 0.671; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.510; 0.561; 1.000),(0.420; 0.204; 0.200; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.510; 0.753; 1.000),(0.416; 0.200; 0.290; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.510; 0.941; 1.000),(0.400; 0.188; 0.388; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.690; 0.000; 1.000),(0.396; 0.180; 0.463; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.690; 0.173; 1.000),(0.404; 0.173; 0.541; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.690; 0.333; 1.000),(0.416; 0.157; 0.624; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.690; 0.537; 1.000),(0.451; 0.314; 0.169; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.690; 0.710; 1.000),(0.439; 0.298; 0.306; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.690; 0.871; 1.000),(0.416; 0.259; 0.431; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.910; 0.000; 1.000),(0.420; 0.239; 0.525; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.910; 0.196; 1.000),(0.431; 0.231; 0.604; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.910; 0.412; 1.000),(0.482; 0.396; 0.145; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.910; 0.627; 1.000),(0.482; 0.392; 0.231; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.227; 0.910; 0.839; 1.000),(0.435; 0.325; 0.408; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.000; 0.000; 1.000),(0.431; 0.302; 0.490; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.000; 0.196; 1.000),(0.439; 0.290; 0.569; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.000; 0.404; 1.000),(0.451; 0.278; 0.639; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.000; 0.569; 1.000),(0.482; 0.471; 0.157; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.000; 0.769; 1.000),(0.475; 0.451; 0.263; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.000; 0.953; 1.000),(0.455; 0.412; 0.369; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.157; 0.000; 1.000),(0.443; 0.380; 0.475; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.157; 0.204; 1.000),(0.447; 0.365; 0.549; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.157; 0.408; 1.000),(0.455; 0.361; 0.616; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.157; 0.620; 1.000),(0.467; 0.553; 0.176; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.157; 0.851; 1.000),(0.459; 0.533; 0.290; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.388; 0.000; 1.000),(0.451; 0.498; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.388; 0.157; 1.000),(0.447; 0.478; 0.518; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.388; 0.380; 1.000),(0.455; 0.471; 0.608; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.388; 0.537; 1.000),(0.518; 0.078; 0.224; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.388; 0.745; 1.000),(0.514; 0.078; 0.314; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.388; 0.957; 1.000),(0.498; 0.094; 0.408; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.600; 0.000; 1.000),(0.498; 0.098; 0.486; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.600; 0.188; 1.000),(0.502; 0.090; 0.580; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.600; 0.365; 1.000),(0.510; 0.082; 0.671; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.600; 0.576; 1.000),(0.514; 0.173; 0.212; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.600; 0.808; 1.000),(0.506; 0.173; 0.310; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.757; 0.000; 1.000),(0.498; 0.176; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.757; 0.196; 1.000),(0.502; 0.176; 0.510; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.757; 0.416; 1.000),(0.510; 0.161; 0.620; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.757; 0.604; 1.000),(0.529; 0.329; 0.153; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.757; 0.812; 1.000),(0.533; 0.329; 0.231; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.945; 0.000; 1.000),(0.514; 0.282; 0.396; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.945; 0.208; 1.000),(0.510; 0.271; 0.475; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.945; 0.400; 1.000),(0.522; 0.263; 0.565; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.945; 0.573; 1.000),(0.529; 0.247; 0.659; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.945; 0.776; 1.000),(0.557; 0.427; 0.145; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.404; 0.945; 0.941; 1.000),(0.553; 0.424; 0.247; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.000; 0.000; 1.000),(0.529; 0.369; 0.384; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.000; 0.161; 1.000),(0.525; 0.345; 0.494; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.000; 0.373; 1.000),(0.537; 0.333; 0.592; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.000; 0.569; 1.000),(0.549; 0.490; 0.161; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.000; 0.749; 1.000),(0.549; 0.467; 0.282; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.000; 0.953; 1.000),(0.537; 0.424; 0.416; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.196; 0.000; 1.000),(0.537; 0.400; 0.506; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.196; 0.192; 1.000),(0.541; 0.392; 0.596; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.196; 0.416; 1.000),(0.541; 0.565; 0.180; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.196; 0.631; 1.000),(0.541; 0.545; 0.302; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.196; 0.847; 1.000),(0.537; 0.518; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.412; 0.000; 1.000),(0.537; 0.498; 0.494; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.412; 0.196; 1.000),(0.541; 0.490; 0.588; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.412; 0.412; 1.000),(0.545; 0.486; 0.655; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.412; 0.643; 1.000),(0.600; 0.090; 0.227; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.412; 0.851; 1.000),(0.600; 0.086; 0.298; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.600; 0.000; 1.000),(0.588; 0.098; 0.396; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.600; 0.231; 1.000),(0.588; 0.102; 0.490; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.600; 0.408; 1.000),(0.592; 0.098; 0.576; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.600; 0.580; 1.000),(0.596; 0.086; 0.675; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.600; 0.776; 1.000),(0.592; 0.208; 0.200; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.796; 0.000; 1.000),(0.592; 0.200; 0.298; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.796; 0.227; 1.000),(0.588; 0.200; 0.416; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.796; 0.396; 1.000),(0.592; 0.196; 0.522; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.796; 0.557; 1.000),(0.600; 0.184; 0.624; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.796; 0.725; 1.000),(0.596; 0.345; 0.141; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.796; 0.945; 1.000),(0.600; 0.329; 0.263; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.996; 0.000; 1.000),(0.596; 0.294; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.996; 0.180; 1.000),(0.600; 0.286; 0.529; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.996; 0.341; 1.000),(0.608; 0.271; 0.624; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.996; 0.533; 1.000),(0.616; 0.424; 0.145; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.996; 0.745; 1.000),(0.608; 0.404; 0.294; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.576; 0.996; 0.976; 1.000),(0.604; 0.373; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.000; 0.000; 1.000),(0.608; 0.357; 0.502; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.000; 0.196; 1.000),(0.612; 0.349; 0.588; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.000; 0.376; 1.000),(0.612; 0.502; 0.169; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.000; 0.537; 1.000),(0.620; 0.475; 0.310; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.000; 0.714; 1.000),(0.616; 0.447; 0.412; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.000; 0.906; 1.000),(0.616; 0.431; 0.490; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.200; 0.000; 1.000),(0.620; 0.420; 0.569; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.200; 0.224; 1.000),(0.627; 0.412; 0.659; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.200; 0.427; 1.000),(0.608; 0.588; 0.188; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.200; 0.620; 1.000),(0.612; 0.573; 0.294; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.200; 0.776; 1.000),(0.616; 0.549; 0.384; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.200; 0.949; 1.000),(0.616; 0.529; 0.482; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.392; 0.000; 1.000),(0.620; 0.518; 0.580; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.392; 0.173; 1.000),(0.624; 0.514; 0.678; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.392; 0.361; 1.000),(0.682; 0.114; 0.220; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.392; 0.522; 1.000),(0.682; 0.098; 0.306; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.392; 0.753; 1.000),(0.682; 0.094; 0.392; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.392; 0.929; 1.000),(0.678; 0.098; 0.475; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.549; 0.000; 1.000),(0.682; 0.098; 0.565; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.549; 0.196; 1.000),(0.686; 0.090; 0.659; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.549; 0.400; 1.000),(0.667; 0.231; 0.180; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.549; 0.588; 1.000),(0.678; 0.208; 0.310; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.549; 0.792; 1.000),(0.678; 0.196; 0.416; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.549; 0.984; 1.000),(0.682; 0.196; 0.518; 1.000)
